sentence_id	token_id	token	surprisal
1	1	I	0.0
1	2	Ġknow	8.975686
1	3	Ġwhat	4.5860129999999995
1	4	Ġwith	12.771708
1	5	Ġgust	19.40043
1	6	o	0.119073
1	7	Ġour	11.786986
1	8	Ġuncle	14.629979
1	9	Ġgrabbed	13.03208
1	10	Ġthe	3.3218389999999998
1	11	Ġfood	10.053825999999999
1	12	Ġin	5.518484
1	13	Ġfront	2.253127
1	14	Ġof	0.03294
1	15	Ġthe	4.761323
1	16	Ġguests	9.934702
1	17	Ġat	5.458691
1	18	Ġthe	1.146026
1	19	Ġholiday	12.207908999999999
1	20	Ġparty	1.145332
1	21	Ġ.	10.514021000000001
2	1	I	0.0
2	2	Ġknow	8.975686
2	3	Ġthat	3.034966
2	4	Ġwith	8.494477999999999
2	5	Ġgust	14.842125
2	6	o	0.042776
2	7	Ġour	10.243309
2	8	Ġuncle	14.616085
2	9	Ġgrabbed	13.165654
2	10	Ġthe	3.080069
2	11	Ġfood	10.144002
2	12	Ġin	5.516871
2	13	Ġfront	2.326873
2	14	Ġof	0.035427
2	15	Ġthe	4.687583999999999
2	16	Ġguests	9.747608999999999
2	17	Ġat	5.5191040000000005
2	18	Ġthe	1.027606
2	19	Ġholiday	12.659866000000001
2	20	Ġparty	1.3975799999999998
2	21	Ġ.	10.780733999999999
3	1	I	0.0
3	2	Ġknow	8.975686
3	3	Ġwhat	4.5860129999999995
3	4	Ġwith	12.771708
3	5	Ġgust	19.40043
3	6	o	0.119073
3	7	Ġour	11.786986
3	8	Ġuncle	14.629979
3	9	Ġgrabbed	13.03208
3	10	Ġin	8.385625
3	11	Ġfront	3.76934
3	12	Ġof	0.039229
3	13	Ġthe	3.419064
3	14	Ġguests	12.926442
3	15	Ġat	4.896441
3	16	Ġthe	1.365879
3	17	Ġholiday	11.744951
3	18	Ġparty	1.014132
3	19	Ġ.	10.220233
4	1	I	0.0
4	2	Ġknow	8.975686
4	3	Ġthat	3.034966
4	4	Ġwith	8.494477999999999
4	5	Ġgust	14.842125
4	6	o	0.042776
4	7	Ġour	10.243309
4	8	Ġuncle	14.616085
4	9	Ġgrabbed	13.165654
4	10	Ġin	9.239183
4	11	Ġfront	3.906599
4	12	Ġof	0.09984
4	13	Ġthe	3.057799
4	14	Ġguests	13.624426999999999
4	15	Ġat	5.2045010000000005
4	16	Ġthe	1.228717
4	17	Ġholiday	12.674022
4	18	Ġparty	1.317523
4	19	Ġ.	10.800111
5	1	My	0.0
5	2	Ġneighbor	14.171339000000001
5	3	Ġtold	5.084505
5	4	Ġme	0.24767199999999998
5	5	Ġwhat	7.458898
5	6	Ġwith	12.658002
5	7	Ġskill	18.976914999999998
5	8	Ġthe	9.064985
5	9	Ġdog	7.2617199999999995
5	10	Ġcaught	9.644239
5	11	Ġthe	5.223052
5	12	Ġmouse	9.600725
5	13	Ġfor	8.415546
